id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
140655,B6,345,JFK,SRQ,4,477,183,0
234216,9E,4202,DAB,ATL,2,910,90,1
50884,DL,2905,TPA,LAX,5,1125,319,0
173654,DL,2820,DTW,MHT,5,1300,111,0
294815,DL,2059,ATL,SAT,5,1313,170,0
116624,AA,794,LAS,ORD,2,1060,210,0
516532,XE,3009,EWR,MKE,4,899,147,0
510576,OO,6833,PDX,SEA,4,587,54,1
99608,FL,468,ATL,BWI,1,1080,100,1
70607,AA,1720,SEA,DFW,7,505,230,0
365047,EV,7083,ORD,DAY,2,1315,59,1
11505,AA,1275,SDF,DFW,3,950,145,1
330835,US,1937,BOS,PHL,1,435,101,0
421381,MQ,2785,DFW,CLE,6,600,150,1
408576,OO,7765,SLC,PIH,5,660,66,0
26787,AA,1613,ORD,SFO,4,810,280,0
335266,WN,786,TPA,FLL,1,660,60,0
365139,US,1769,CLT,RSW,2,1331,108,1
352422,DL,1823,DTW,GRR,2,605,59,1
19267,OO,4626,SFO,LAX,4,420,75,0
482027,YV,1028,HNL,KOA,2,1025,40,1
224254,DL,1999,MCI,MEM,2,375,86,1
188074,XE,2191,EWR,MHT,6,1290,62,0
371293,9E,3699,DTW,ABE,3,630,93,0
144690,WN,863,MCI,MDW,4,680,80,1
399792,XE,2404,CLE,BTV,4,1145,87,1
536823,F9,327,BOS,MKE,5,1055,164,0
198474,DL,1319,ATL,BDL,7,904,143,1
523271,F9,419,DEN,LAX,4,1280,149,1
537345,XE,2467,GPT,IAH,5,1090,84,1
97452,EV,5198,ATL,HPN,1,970,135,0
459886,WN,52,BWI,MCO,1,835,145,1
95701,YV,7251,MEM,ORD,1,875,108,0
197179,MQ,4344,ORD,DTW,7,835,80,0
430621,MQ,4029,ORD,JAX,6,1175,145,1
529895,YV,2609,ORF,CLT,5,657,89,0
428446,WN,2360,MSY,LAS,6,1020,240,1
27067,9E,4149,BUF,JFK,4,822,102,1
331575,MQ,3867,DTW,ORD,1,475,95,0
536468,FL,1173,MCO,CLT,5,1035,94,0
369702,YV,7291,LGA,IAD,3,544,83,0
98954,OO,6834,RNO,SFO,1,1046,69,1
346692,EV,5394,ATL,MLI,1,1310,122,1
279249,US,1813,CLT,TPA,5,460,100,0
111025,MQ,3257,DFW,MKE,2,755,145,0
482875,OO,6507,CIC,SFO,2,1069,59,1
340576,DL,1130,MEM,ATL,1,940,84,1
9559,WN,198,TPA,MKE,3,840,165,1
275250,AS,574,PDX,SAN,4,1210,137,1
330252,FL,754,HSV,BWI,1,410,115,0
281436,OO,6509,TUS,LAX,5,571,92,0
342056,9E,3726,JAX,DCA,1,1020,120,0
192205,YV,1011,HNL,OGG,7,570,35,0
254239,OH,6351,CVG,MEM,3,1050,99,0
502556,UA,815,OMA,DEN,3,1135,104,1
57909,AA,1124,MIA,LGA,6,585,165,0
116147,US,1690,RSW,CLT,2,1035,114,1
25307,OO,6940,IND,ORD,4,729,76,0
235706,OH,6683,MDT,DTW,2,990,105,0
511523,MQ,3215,DFW,HOU,4,635,65,1
503938,XE,2033,ORD,CLE,3,1205,69,1
89145,XE,2158,CMH,EWR,1,530,90,1
382064,US,940,PHX,MSP,3,1190,184,0
286115,UA,806,LAX,SFO,5,811,89,1
337489,OO,6764,LAX,ASE,1,778,119,0
493859,AA,1247,ORD,LAX,3,680,265,0
502608,OO,4532,AUS,SLC,3,1139,169,0
366579,OO,4881,MKE,MEM,3,390,115,0
146496,EV,5489,ATL,GNV,4,776,69,0
10338,US,1105,ALB,CLT,3,885,134,0
340083,YV,2874,PHX,BFL,1,910,89,0
371937,EV,5568,ATL,PIT,3,661,104,1
152315,AS,694,SEA,GEG,4,1080,60,1
38682,WN,2356,ABQ,OAK,5,490,155,0
218821,WN,660,DEN,MCO,1,1020,210,1
179733,AA,832,DFW,MCI,6,670,90,0
126668,OO,7806,SLC,COD,3,669,89,0
274464,DL,2467,DTW,ORD,4,1165,92,1
187052,DL,2690,MSP,CLT,6,1145,143,0
67666,OO,6998,ORD,PAH,6,1271,80,0
216368,US,720,MIA,CLT,1,890,124,0
350212,YV,7273,IAD,BUF,2,490,67,0
101673,XE,2862,IAH,MKE,1,1195,153,0
74161,DL,252,FLL,DTW,7,692,188,0
368798,DL,1452,ABQ,ATL,3,504,183,0
509910,FL,709,ATL,DAY,4,550,87,0
526498,WN,2483,PHL,TPA,5,475,180,0
434445,UA,157,SAN,SFO,7,471,104,0
52318,MQ,4696,JFK,BOS,5,1200,80,0
258900,WN,3,LIT,DAL,4,360,70,0
280330,US,1159,DCA,MCO,5,515,147,0
183167,CO,752,IAH,SLC,6,875,187,1
102818,DL,2193,DTW,BNA,1,1310,99,1
236099,AA,1007,MIA,PHX,2,1015,320,0
122235,WN,2553,SAN,RNO,3,430,90,0
304804,AA,2464,DFW,OKC,6,875,55,1
364387,EV,4977,ATL,MEI,2,1244,75,0
498024,FL,946,ROC,BWI,3,898,76,1
136862,EV,5059,ATL,XNA,3,1230,121,1
135440,WN,1764,BUF,BWI,3,1140,70,1
362260,OO,6324,FSD,ORD,2,1112,108,1
156321,FL,429,PNS,ATL,5,360,75,0
236458,WN,637,MDW,PIT,2,1030,80,1
172783,OH,6381,JFK,BOS,5,1210,96,1
255442,WN,1029,OAK,RNO,3,1115,50,1
251513,OO,4843,SLC,HLN,3,905,84,0
155868,AA,246,KOA,LAX,4,1365,310,0
344137,WN,2793,TPA,MDW,1,1125,165,1
267437,XE,5906,ORD,DSM,4,795,74,0
336886,YV,7280,IAD,ORF,1,740,55,0
363757,OO,6939,FAR,DEN,2,1195,122,1
187427,CO,14,HNL,EWR,6,1180,570,1
431665,YV,2606,CLT,CLE,6,1329,95,1
42689,OO,6626,DEN,PSP,5,693,133,1
478256,AS,661,DFW,SEA,2,830,265,0
323058,WN,838,MCI,DEN,7,985,115,1
333022,OO,6912,COS,IAD,1,544,183,0
274452,AA,2227,JFK,LAS,4,1165,360,0
501365,US,705,CLT,PHX,3,1069,275,1
537590,EV,7106,ORD,SAV,5,1113,124,1
318852,AA,2026,SNA,DFW,7,760,170,1
144863,F9,362,DEN,SDF,4,690,143,0
58666,DL,2496,MSP,RSW,6,625,202,1
414602,WN,3008,LAX,ELP,5,1010,110,1
410187,WN,2251,RDU,BWI,5,740,60,1
399519,OH,6347,JFK,DFW,4,1135,275,1
463596,WN,50,CRP,HOU,1,1030,50,0
20185,WN,3421,ORF,BWI,4,465,55,0
404389,OO,6652,MFR,SFO,5,438,105,0
35196,AA,1069,DFW,DEN,4,1300,120,0
493775,MQ,3915,TUL,ORD,3,675,115,0
447621,DL,1611,MEM,FLL,7,1170,139,1
144210,DL,1683,SLC,LAS,4,660,87,1
434824,UA,950,LAX,IAD,7,493,281,0
59898,AA,1510,MIA,JFK,6,695,170,0
318946,MQ,3335,CID,DFW,7,765,135,1
323578,AA,696,DFW,MIA,7,1015,165,0
274152,AA,1875,DFW,PHX,4,1150,160,1
172280,HA,363,ITO,HNL,5,1180,49,1
133549,DL,1310,IND,DTW,3,1040,85,1
149310,AA,539,MCO,DFW,4,925,180,1
230128,DL,2157,SLC,SEA,2,686,131,0
284771,OH,6552,DTW,PHL,5,740,105,0
9123,B6,435,BOS,MCO,3,820,193,0
47168,AA,1049,BWI,MIA,5,930,175,0
181118,US,207,BUR,PHX,6,745,85,0
365510,OO,7007,MFR,PDX,3,330,74,0
218663,MQ,4340,ORD,DSM,1,1015,80,1
82629,XE,2180,CLE,CLT,7,1140,93,0
18730,WN,1585,MDW,CMH,4,390,70,0
98135,US,397,LAS,DFW,1,1005,157,1
5105,OO,4634,LGB,SLC,3,602,120,0
243164,CO,485,PDX,EWR,3,460,307,1
287373,WN,790,DAL,OKC,5,880,50,0
46248,XE,2843,DCA,CLE,5,880,70,0
466136,OO,7795,SUN,SLC,1,1163,65,0
88496,CO,1041,SAN,IAH,1,505,185,1
449055,B6,399,LGA,MCO,7,1265,165,0
97064,DL,1619,DTW,LAX,1,950,300,1
179541,EV,4973,ATL,VPS,6,660,76,0
58876,B6,46,MCO,JFK,6,638,142,1
23385,HA,29,SEA,OGG,4,630,370,0
186914,WN,1211,DEN,LAX,6,1135,160,0
149570,UA,645,SJU,ORD,4,938,320,0
267904,OO,6457,SFO,SBA,4,821,77,1
179119,DL,2251,CLT,ATL,6,631,82,0
374280,CO,1872,MCO,IAH,3,785,158,0
337547,OO,4804,FAT,SLC,1,780,95,1
409004,WN,134,ONT,SMF,5,680,80,0
3695,MQ,3367,DFW,LBB,3,525,70,0
338415,F9,727,DCA,DEN,1,825,237,0
228782,AA,1664,MIA,ATL,2,615,120,1
245010,OH,6438,CVG,BWI,3,555,91,1
98900,EV,4967,ATL,BMI,1,1045,106,1
217679,YV,2668,CLT,BNA,1,961,88,1
338701,MQ,4532,DCA,JFK,1,840,79,0
195035,MQ,4021,ORD,CMI,7,720,50,0
411714,WN,169,PHX,MCO,5,830,245,0
298004,UA,491,DEN,PHX,6,491,128,0
438326,CO,480,LAS,CLE,7,677,238,1
227093,WN,185,BWI,BDL,2,520,65,1
146910,UA,444,ORD,MDT,4,797,104,0
12191,WN,1156,MDW,BNA,3,985,85,1
159759,MQ,3084,SAN,LAX,5,525,50,1
192421,OO,4818,SLC,DEN,7,585,85,1
500245,WN,1362,SNA,SMF,3,1015,85,1
30733,B6,7,BUF,JFK,4,1018,92,0
60383,XE,2638,EWR,MHT,6,720,62,0
484328,OO,6314,ASE,DEN,2,1146,48,0
125366,AS,861,PDX,OGG,3,600,368,0
468842,CO,1045,CLE,IAH,2,360,195,0
456327,XE,2911,LFT,IAH,1,652,58,0
186296,WN,2334,ONT,PHX,6,1080,70,1
179293,EV,5485,MDT,ATL,6,645,130,1
259057,DL,328,JAN,ATL,4,370,83,0
50547,AA,466,SAT,DFW,5,1105,70,0
372847,WN,3603,PHX,ELP,3,705,65,1
265852,DL,2744,SAN,MSP,4,715,219,0
40981,WN,1814,LAX,MSY,5,605,215,1
5983,WN,843,BWI,STL,3,650,145,1
483278,FL,216,RSW,MKE,2,1089,181,1
247859,9E,4104,AUS,MEM,3,709,110,0
277374,AA,817,BNA,DFW,5,370,130,1
154440,WN,934,LAS,ELP,4,1195,95,1
496249,XE,2330,MAF,IAH,3,800,86,0
410636,DL,2191,ATL,TPA,5,770,85,1
412070,OO,6708,PHX,SFO,5,853,122,0
352712,UA,422,DEN,EWR,2,617,225,0
507759,WN,292,PVD,MCO,4,440,190,0
65911,CO,1139,EWR,DFW,6,1080,234,0
389707,WN,37,PHX,TUL,4,620,135,1
239543,AA,102,HNL,DFW,2,1205,430,0
211199,WN,1458,SMF,ONT,1,620,75,1
235159,OO,6474,LAX,ABQ,2,961,109,1
56455,EV,4990,ATL,CHA,6,500,50,0
219831,UA,317,DEN,IAD,1,1073,201,0
452612,FL,767,PBI,ATL,1,460,115,0
205521,OO,6461,YUM,IPL,7,1411,27,0
421561,B6,118,MSY,JFK,6,610,164,0
448955,WN,54,DAL,MCI,7,1255,85,1
234889,US,859,MCO,DCA,2,945,122,0
324029,MQ,4222,ORD,TYS,7,1035,95,0
441334,FL,1079,HPN,MCO,7,839,170,0
307819,F9,511,LGA,DEN,6,1050,270,0
111421,MQ,4009,PIT,ORD,2,780,100,0
347133,CO,266,ANC,SEA,2,120,200,1
475730,WN,2121,MDW,BHM,2,695,105,0
468711,US,1423,DCA,CLT,2,345,85,0
365221,MQ,3005,LAX,SAN,2,1350,45,1
233189,DL,670,CLT,ATL,2,855,80,0
461860,US,1024,SJU,PHL,1,940,244,0
10655,US,1454,MSY,PHL,3,900,166,0
84931,EV,7124,IAD,ROC,7,1330,73,1
127658,MQ,4614,DTW,LGA,3,720,105,1
233584,WN,636,SNA,OAK,2,875,85,1
19495,WN,156,MSP,MDW,4,430,100,1
490490,WN,434,MSP,MDW,3,505,95,1
82203,MQ,4043,TOL,ORD,7,1120,75,1
216213,CO,1759,SNA,IAH,1,885,183,0
140421,OO,6371,GCC,DEN,4,463,92,1
522526,B6,330,MCO,BDL,4,1215,149,1
438176,MQ,3306,CAE,DFW,7,670,180,1
67941,US,1532,SEA,CLT,6,1340,280,1
317588,WN,201,MCO,BDL,7,690,155,0
43114,WN,1079,RDU,TPA,5,715,115,1
380688,UA,629,DCA,ORD,3,1118,132,0
215266,UA,133,DEN,DFW,1,831,113,1
132017,MQ,2850,SAF,DFW,3,960,100,0
222465,AS,614,SEA,LAS,1,1230,143,0
71186,WN,388,PHX,SAN,7,530,70,0
441440,9E,3843,DTW,AZO,7,845,54,1
263558,AS,501,SNA,SEA,4,600,170,0
328488,FL,707,ATL,DAY,7,1335,95,0
194987,9E,3887,DTW,BUF,7,720,74,1
333660,MQ,2837,DFW,ROW,1,580,85,1
272869,CO,1881,EWR,SEA,4,1080,366,1
168995,FL,703,ATL,DAY,5,1010,82,0
217279,EV,5033,SYR,ATL,1,940,148,1
474467,WN,1062,LAX,LAS,2,630,65,1
66825,EV,5593,ATL,ICT,6,1155,146,0
282667,F9,367,MKE,DEN,5,635,155,0
293389,US,1430,CLT,ROC,5,1194,101,1
458638,YV,2652,ILM,CLT,1,770,66,1
275523,AA,1805,DFW,PHX,4,1235,155,0
254346,MQ,3787,LIT,ORD,3,1055,115,1
15761,MQ,2725,DFW,CAE,3,1175,135,0
181895,DL,2110,DFW,ATL,6,795,121,1
431331,UA,570,HNL,DEN,6,1260,423,1
230771,OH,6467,BOS,JFK,2,720,83,0
124818,DL,1818,MCO,ATL,3,570,93,0
263993,OO,4882,MSP,CID,4,620,72,0
380832,AS,521,BUR,SEA,3,1130,156,1
93382,MQ,4504,LGA,BOS,1,750,65,0
492060,WN,3744,MDW,LAS,3,585,245,1
171198,DL,1072,MSY,ATL,5,1125,95,0
258017,CO,1829,SFO,EWR,3,1310,311,1
68661,OO,6438,GJT,DEN,7,379,60,0
523614,CO,685,PDX,EWR,4,1315,304,0
262785,WN,767,DTW,STL,4,555,105,0
252181,9E,3872,BNA,DTW,3,943,115,0
519255,AA,2364,DFW,ORD,4,1040,145,1
70814,XE,5893,CLE,ORD,7,513,87,0
428757,UA,371,ORD,SEA,6,1040,277,0
135603,AA,556,ORD,FLL,3,1150,175,0
262865,YV,2615,RIC,CLT,4,560,85,0
183381,WN,2071,ISP,FLL,6,885,190,1
518723,CO,110,CLE,EWR,4,1015,112,0
224227,UA,871,MCI,DEN,2,372,118,0
417943,OO,6577,BFL,DEN,6,363,144,1
450997,US,1656,BUF,CLT,1,380,116,0
62207,DL,2840,LAS,SLC,6,833,82,1
404179,WN,1401,LAS,SNA,5,425,60,0
392228,DL,28,MCO,ATL,4,750,100,1
474288,EV,5312,TYS,ATL,2,622,64,1
438666,DL,2653,LGA,TPA,7,694,186,1
90951,OO,6247,LAX,FAT,1,628,69,0
328255,9E,3802,DTW,AVP,7,1305,89,0
34456,EV,5137,ATL,BTR,4,1220,97,1
480129,FL,289,ATL,HOU,2,928,139,1
468301,FL,28,ATL,MDW,1,1345,118,1
389126,DL,1106,SLC,BWI,4,595,251,0
158980,OO,4601,IDA,SLC,5,490,56,0
48725,OO,6524,SFO,PDX,5,1011,100,0
179513,AA,1494,DFW,FLL,6,660,155,1
360278,AA,949,MCO,MIA,2,1015,65,1
313009,WN,2679,MCI,LAS,7,445,195,1
181081,AA,1534,DFW,DTW,6,745,155,0
238992,XE,2403,EWR,TUL,2,1170,224,1
28514,AA,520,SMF,DFW,4,900,200,0
53682,AA,246,KOA,LAX,5,1365,310,0
386625,AA,726,ELP,DFW,4,465,105,0
231880,OO,4612,ABQ,SLC,2,783,92,1
251377,DL,1666,ATL,PNS,3,900,75,0
252293,WN,1692,PDX,LAS,3,950,130,1
198234,YV,1027,OGG,HNL,7,890,32,0
472314,MQ,3943,ORD,TUL,2,520,120,0
44468,XE,5911,ORD,PIA,5,785,49,0
297940,AA,2258,DFW,PIT,6,490,150,0
245698,UA,365,ORD,SNA,3,595,269,0
214542,MQ,4052,CMI,ORD,1,795,65,0
401831,CO,327,SAN,EWR,4,1290,298,0
222557,WN,1381,SAN,OAK,1,1235,85,1
334547,CO,1476,IAH,PHL,1,625,190,1
45081,AA,5,DFW,HNL,5,820,520,1
315563,WN,161,PIT,MDW,7,585,90,0
247142,WN,196,SEA,DEN,3,670,160,1
491978,B6,504,FLL,EWR,3,584,166,1
213941,OO,6522,LAX,PHX,1,761,79,0
38154,XE,2504,EWR,MHT,5,460,82,0
2903,WN,967,FLL,MSY,3,485,130,0
297923,OO,7764,SLC,PIH,6,486,66,1
507510,DL,183,JFK,SEA,4,430,385,0
354643,WN,3325,LGA,BWI,2,715,75,0
324915,AS,755,STL,SEA,7,1080,268,1
538603,US,458,SLC,PHX,5,1205,97,1
122491,XE,5973,LAN,ORD,3,445,71,0
144384,WN,8,MCI,LAS,4,665,195,1
372499,MQ,3212,DFW,LIT,3,690,70,0
518859,MQ,3082,SAN,LAX,4,1020,45,0
11523,OH,6639,DTW,GSO,3,950,103,0
10649,OO,4483,DSM,MSP,3,900,70,1
176540,OO,7764,SLC,PIH,6,485,67,0
450380,EV,5581,GRK,ATL,1,360,131,1
156281,EV,4979,TRI,ATL,5,360,67,0
161184,OO,6482,DEN,COS,5,600,38,1
197182,OO,3047,DSM,MKE,7,835,66,1
39469,US,652,PHX,SNA,5,525,81,0
388531,MQ,3239,CMH,DFW,4,560,185,1
486882,DL,2950,ATL,RDU,2,1365,79,0
48175,AA,1999,EWR,MIA,5,985,205,0
203719,MQ,4178,ORD,CMI,7,1180,55,0
195608,AA,342,DFW,BDL,7,750,195,1
33833,AA,2574,MIA,ATL,4,1180,125,1
535742,WN,22,MDW,BWI,5,985,110,1
92582,US,1809,CLT,RSW,1,710,123,0
396924,XE,2444,CHS,EWR,4,999,119,1
392368,OO,6416,ACV,SFO,4,758,78,1
209499,WN,3836,MDW,SLC,1,530,215,1
443147,MQ,2787,LRD,DFW,7,935,80,1
160708,WN,2264,BWI,MHT,5,575,75,0
58717,FL,218,MKE,RSW,6,628,174,0
345602,FL,1221,FLL,PIT,1,1204,156,0
371263,XE,2283,IAH,AUS,3,625,53,0
400442,MQ,3328,HOU,DFW,4,1180,70,0
15614,DL,1296,ATL,MKE,3,1168,130,1
40250,DL,2410,DFW,ATL,5,570,127,0
280576,US,180,PHX,SAN,5,525,72,0
498428,OH,6576,LEX,DTW,3,916,84,0
326679,EV,5074,CVG,DCA,7,1175,91,0
28246,OH,6362,HTS,CVG,4,885,55,0
66614,AA,1221,MCO,ORD,6,1140,175,1
85040,OO,6658,SFO,PDX,7,1354,101,1
500647,AA,1505,DFW,SAN,3,1035,190,1
167282,FL,603,BWI,RSW,5,916,157,0
44587,UA,55,PDX,SFO,5,794,108,0
190842,AA,451,RDU,ORD,7,500,135,1
235452,US,1610,CLT,RDU,2,978,52,1
505401,EV,4980,ATL,TYS,3,1370,50,0
188734,UA,201,BOS,IAD,7,360,104,0
188057,DL,1835,ATL,SLC,6,1290,263,1
18013,OO,6330,ONT,SFO,4,360,85,0
183147,CO,217,MSY,EWR,6,873,178,1
7892,WN,1165,OAK,PHX,3,750,115,1
63906,WN,2766,LAS,TUS,6,940,75,0
511079,OO,6326,ORD,ELP,4,614,208,0
48945,DL,1028,SLC,EWR,5,1021,261,0
273559,WN,3932,OAK,BOI,4,1115,85,1
12543,OO,6305,LAX,PSP,3,1004,54,0
437902,WN,3662,DEN,IAD,7,655,195,0
58099,EV,5250,DCA,BOS,6,595,94,0
455211,US,220,PHX,BOS,1,595,294,1
326158,XE,2949,DFW,IAH,7,1145,72,0
84198,MQ,4447,JFK,DCA,7,1240,80,1
144096,FL,230,RIC,ATL,4,653,105,0
503193,XE,2907,IAH,LFT,3,1165,61,1
429897,MQ,4035,ORD,MQT,6,1120,80,0
211983,YV,2651,PHX,BFL,1,660,93,0
63813,MQ,4002,ORD,XNA,6,935,110,0
150177,WN,1173,PHX,MDW,4,970,200,1
38748,DL,2510,DFW,ATL,5,495,125,0
526246,MQ,3972,MQT,TVC,5,460,45,1
259779,OO,6761,ORD,SBN,4,407,39,0
23088,EV,5196,OMA,DTW,4,615,119,1
80083,DL,1728,LAS,JFK,7,1010,293,1
418405,CO,1535,EWR,PHX,6,405,340,1
446098,WN,1107,MCO,MCI,7,1085,185,1
440983,OH,6759,CVG,ORD,7,820,85,0
282367,OH,6756,RDU,STL,5,620,147,0
441971,EV,5234,FNT,ATL,7,872,143,1
325271,F9,788,LAS,DEN,7,1099,110,1
148054,AA,848,ABQ,DFW,4,860,100,0
242019,EV,5522,ICT,ATL,3,400,129,0
537141,US,1057,CLT,PBI,5,1076,109,1
284912,9E,4250,IND,JFK,5,750,145,0
108050,WN,29,MDW,STL,2,595,65,0
481431,WN,3598,BOI,DEN,2,995,110,0
339287,EV,5234,FNT,ATL,1,872,143,1
342214,CO,539,MIA,EWR,1,1025,188,1
409764,MQ,3830,ORD,IAH,5,720,165,0
411778,EV,5570,DTW,PHL,5,835,102,0
280253,YV,2730,FAT,PHX,5,510,97,0
334293,DL,2292,PHX,MSP,1,612,198,1
157573,DL,1477,ORD,ATL,5,420,125,0
5325,DL,2521,LGA,RSW,3,615,197,0
538887,FL,737,MKE,MSP,5,1255,75,1
134462,XE,2539,RIC,IAH,3,1082,200,0
531893,WN,1295,BWI,JAX,5,760,125,1
280446,OH,6670,PVD,DTW,5,520,142,0
263688,MQ,3937,RST,ORD,4,605,70,0
21165,UA,478,SFO,PDX,4,515,116,0
191546,AA,616,DFW,DTW,7,535,150,0
354372,WN,831,SAT,PHX,2,700,150,1
219387,DL,2179,DCA,SLC,1,1050,295,0
255631,CO,183,BOS,IAH,3,1130,265,1
534211,AA,734,MIA,DCA,5,895,145,0
359056,AA,1656,DFW,SDF,2,950,115,0
24855,US,1527,SYR,CLT,4,705,129,0
149249,OH,6445,DTW,ATW,4,920,87,0
441640,OO,4538,SLC,DFW,7,855,172,0
502000,WN,2466,MSP,MDW,3,1100,95,1
457695,OO,6666,LAX,TUS,1,720,84,0
278386,FL,1222,PIT,FLL,5,420,171,0
311506,DL,1173,ROC,ATL,7,360,159,1
156545,AA,1698,SLC,DFW,5,365,170,0
532252,US,1710,CLT,MCO,5,782,98,0
265602,US,1822,CLT,BOS,4,700,133,1
95738,B6,456,FLL,BOS,1,880,186,1
437896,WN,2844,DEN,DTW,7,655,170,0
219546,WN,944,LAS,SLC,1,1055,80,1
345767,WN,1033,SNA,SJC,1,1215,75,1
328457,FL,237,ATL,RIC,7,1330,92,0
101868,OO,4780,SLC,GTF,1,1207,85,1
249699,DL,1927,ATL,FLL,3,810,110,1
249883,AA,5,DFW,HNL,3,820,520,1
213693,DL,151,IAD,ATL,1,748,124,1
251431,WN,1162,JAX,PHL,3,900,135,1
447263,F9,147,HOU,DEN,7,1150,145,0
38033,WN,1601,TPA,PVD,5,455,165,0
113700,WN,3425,PHX,ELP,2,900,65,1
392194,FL,691,SRQ,ATL,4,749,94,0
348249,WN,2459,OKC,DEN,2,390,100,1
319377,OO,6854,ORD,IND,7,788,67,1
534662,9E,3756,DTW,PIA,5,920,89,0
99243,OO,6381,ORD,DFW,1,1060,151,0
197767,9E,3794,MSP,MOT,7,870,89,1
365827,MQ,4433,LGA,RDU,3,360,100,0
255508,MQ,4248,DSM,ORD,3,1120,90,0
21491,US,1636,CLE,CLT,4,530,103,0
254837,UA,302,ORD,ALB,3,1080,115,0
271484,WN,3773,TPA,JAX,4,1010,50,1
480078,CO,1529,CLE,TPA,2,925,156,1
500146,OO,4768,SLC,GEG,3,1010,113,1
290933,YV,2897,DRO,PHX,5,1064,80,0
262962,UA,8,SFO,JFK,4,568,344,0
23751,WN,2280,RDU,FLL,4,650,125,1
487904,FL,96,RDU,ATL,3,375,85,1
375279,WN,1006,MDW,MHT,3,835,125,1
119273,WN,1256,OAK,BUR,2,1215,65,0
74651,AA,1898,ELP,DFW,7,720,100,1
265513,WN,294,OMA,MDW,4,695,80,1
147940,OO,6231,EUG,PDX,4,853,37,1
111699,CO,146,IAH,ORD,2,795,153,1
407510,AS,303,SFO,SEA,5,605,125,0
392059,MQ,3828,ORD,DCA,4,740,110,1
335500,DL,2025,BWI,ATL,1,675,120,1
452826,OO,7755,SLC,CDC,1,472,70,1
427673,US,1490,CLT,LGA,6,971,109,1
388497,UA,385,SFO,LAX,4,558,92,0
356914,WN,1976,BWI,IND,2,835,110,1
442255,EV,5004,ATL,OAJ,7,887,78,0
399940,AA,494,DFW,BWI,4,1155,165,0
18188,DL,1024,BDL,ATL,4,365,175,0
157972,WN,384,TUL,STL,5,435,70,0
203079,WN,2287,PHL,RDU,7,1145,85,1
116578,WN,359,LAS,SNA,2,1055,65,1
151096,DL,1770,SLC,MSP,4,1020,157,1
301819,DL,2302,TPA,MEM,6,700,127,0
172175,DL,2849,DTW,SEA,5,1175,305,0
97563,WN,1930,BUR,LAS,1,975,65,0
534854,UA,85,DEN,LAX,5,930,154,1
254873,WN,3509,DEN,PHL,3,1080,210,1
10919,HA,334,HNL,OGG,3,915,37,0
142323,DL,2176,MCO,LGA,4,560,159,0
180286,XE,3151,TYS,IAH,6,695,137,0
290890,OO,4447,LAS,LAX,5,1060,75,0
324427,AA,537,TPA,MIA,7,1055,70,0
86056,DL,1661,DTW,ATL,1,380,136,0
498223,WN,564,DEN,MDW,3,905,135,1
158194,DL,2036,DTW,BWI,5,450,95,0
430651,FL,65,IAD,ATL,6,1178,117,1
215378,9E,4245,MDW,DTW,1,840,87,1
472532,FL,332,ATL,PHL,2,530,121,0
262663,CO,373,CLT,EWR,4,550,103,1
310301,HA,555,OGG,HNL,6,1235,33,0
439457,DL,46,BOS,ATL,7,735,178,0
335140,WN,3601,ALB,TPA,1,655,205,0
478606,FL,936,ATL,JAX,2,846,68,0
393352,MQ,2913,DFW,VPS,4,810,110,0
504275,9E,4366,ATL,ALB,3,1235,137,0
359155,WN,1166,BDL,BWI,2,955,75,1
123559,AA,1734,DFW,MCO,3,505,145,1
366121,WN,483,LAX,LAS,3,365,60,1
160690,MQ,3312,SPS,DFW,5,575,45,0
289561,EV,5418,ATL,AGS,5,995,57,1
247063,CO,1572,AUS,IAH,3,667,56,1
34742,WN,1956,PHX,SMF,4,1245,120,0
390106,CO,251,AUS,EWR,4,643,227,1
190130,AS,73,JNU,ANC,7,455,109,1
510356,US,1991,PHL,ORD,4,575,141,0
252166,XE,2809,IAH,CRP,3,940,59,0
508694,WN,2265,BUF,LAS,4,490,315,0
64260,UA,349,ORD,CMH,6,965,67,1
67932,B6,608,JFK,PWM,6,1340,74,0
182700,WN,2303,MCO,FLL,6,840,55,1
167001,XE,2656,IAH,ATL,5,900,121,1
271578,OO,6666,TUS,DEN,4,1016,109,0
304535,9E,4313,MEM,MLU,6,860,65,0
61167,CO,326,IAH,BWI,6,770,162,0
518558,DL,2607,ATL,DAY,4,1005,92,0
21407,WN,112,PHX,ABQ,4,525,65,0
52969,YV,2863,PHX,FLG,5,1255,62,0
535461,YV,2868,YUM,PHX,5,966,66,1
104421,AA,393,DFW,DEN,2,405,125,0
513390,DL,1278,ATL,MDW,4,730,116,0
379898,EV,5099,GSO,ATL,3,1075,93,0
94649,OH,6363,CVG,MCI,1,820,125,0
124001,9E,4172,MEM,IND,3,525,85,0
251514,OO,6316,SEA,PDX,3,905,48,1
367143,FL,1032,PIT,RSW,3,420,168,0
291785,FL,668,HPN,ATL,5,1109,150,1
504090,CO,367,IAH,SEA,3,1220,283,1
231460,DL,2399,ATL,RIC,2,758,92,1
535251,WN,424,ABQ,TUS,5,955,70,1
516582,MQ,3910,ORD,CRW,4,900,85,1
181252,AA,1616,SLC,DFW,6,755,155,0
42917,MQ,3758,AUS,ORD,5,705,155,0
14785,UA,779,DEN,LAS,3,1124,121,0
